district,apartment_type,property_type,floor_area,price,price_m2,build_year,floor,elevator,condition,plot,energy_class,date_scrape,municipaliy
,,,,,,,,,,,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=0&search=1&sf=0&so=a
Vaunukallio,"2h, k, kph, sau...",rt,"60,50",166000,2744,1986,1/1,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a
Kartanonkoski,"2h, k, s, parv.",kt,"52,00",229000,4404,2003,2/5,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a
Pähkinärinne,"2h, k, kph, vh,...",kt,"55,00",137000,2491,1980,3/3,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a
Tikkurila,2h+k+kph+s+lasi...,kt,"60,50",182000,3008,1983,2/4,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a
Martinlaakso,"2h, k, kph, s",kt,"62,50",266000,4256,2012,3/15,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a
Tikkurila,"2h, k, kph, p",kt,"52,00",174000,3346,1966,3/3,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a
Leppäkorpi,2h+k+s,rt,"59,00",168000,2847,1993,1/1,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a
Tammisto,"2h,k,kph",kt,"46,00",211000,4587,2008,2/6,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a
Simonkylä,2h+kk+s+p,kt,"45,00",168000,3733,2004,3/5,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a
Myyrmäki,2h+kk,kt,"47,00",124000,2638,1970,6/6,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a
Martinlaakso,"2h, k, kph ja l...",kt,"53,00",116000,2189,1972,1/3,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a
Hiekkaharju,2H + K + WC,kt,"47,00",160000,3404,1956,2/4,ei,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a
Simonkylä,2h+k,kt,"48,00",128500,2677,1969,4/6,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a
Martinlaakso,2h+k+sauna+vh+e...,rt,"52,50",158500,3019,1974,1/1,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a
Myyrmäki,"2h, k, kh, vh, ...",kt,"57,00",102000,1789,1971,3/5,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a
Simonkylä,2h+k+las.parv,kt,"58,00",80393,1386,1969,5/6,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a
Länsimäki,"2h,k,s",kt,"55,00",159500,2900,1998,3/7,on,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a
Tikkurila,"2h,kt,s",kt,"57,00",255000,4474,2013,5/6,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a
Rajakylä,2h+k+so+vh+ulko...,rt,"59,00",197000,3339,1987,1/1,ei,tyyd.,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a
Ruskeasanta,"2h, k, s",rt,"59,00",196000,3322,1994,1/1,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a
Nissas,"2h, k, s",kt,"59,00",167000,2831,1989,2/2,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a
Vantaanpuisto,"2h,k,kph,las.p",kt,"54,00",140500,2602,1966,8/8,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=8&search=1&sf=0&so=a
"
								",,,,,,,,,,,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Hakunila,2h+k,kt,"57,00",120000,2105,1988,3/3,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Varisto,"2h, k, kph",rt,"58,00",110000,1897,1977,2/2,ei,tyyd.,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Simonkylä,"2h, kt, las.par...",kt,"40,00",183000,4575,2015,4/8,on,hyvä,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Hakunila,2h+kk,kt,"48,00",109000,2271,1971,2/6,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Pähkinärinne,2h+k+kh+lasitet...,kt,"49,00",146500,2990,1989,1/6,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Myyrmäki,"Oh,mh,k,kh,lasi...",kt,"54,00",110000,2037,1972,4/5,on,tyyd.,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Hakunila,2h+kk,kt,"49,00",110000,2245,1988,1/4,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Hakkila,2h+k+s,kt,"55,00",165000,3000,1994,2/2,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Tarhurinpuisto,2h+avok+kph+s+piha,kt,"50,00",185000,3700,2013,1/4,on,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Hakunila,2h+kk+kph+lasit...,kt,"55,00",124000,2255,1982,2/4,ei,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Asola,"2h, k, kh, parv...",kt,"35,00",155361,4439,2021,2/5,on,hyvä,vuokra							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Kivistö,"2h, kt",kt,"35,00",172500,4929,2016,3/6,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Matari,"2h, avok",rt,"59,00",235000,3983,2018,-1/2,ei,hyvä,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Kivistö,"2h, kt",kt,"35,00",156378,4468,2020,3/6,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Kivistö,"2h, k",rt,"40,50",177000,4370,2018,1/1,ei,hyvä, 							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Myyrmäki,"2h, k, kph, eri...",kt,"57,00",111000,1947,1969,1/5,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Koivukylä ,"2h,k,kph,vh,las...",kt,"59,00",92000,1559,1974,5/6,on,tyyd.,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Viertola,"2h,k,s, kph",rt,"59,00",190000,3220,1990,1/1,ei,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Kivistö,2h+kt,kt,"44,50",236500,5315,2015,6/6,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Korso/leppäkorpi,"2 h, kk, kph, s...",rt,"45,00",139000,3089,1989,1/1,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Myyrmäki,"2h, k, vh ja pa...",kt,"60,50",129887,2147,1975,5/6,on,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Ilola,"2h,k,kph,s,var,...",rt,"51,00",198000,3882,2010,1/1,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Pähkinärinne,2 h+k+s,kt,"57,00",143000,2509,1980,4/8,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Korso,2 h + k,kt,"63,00",109000,1730,1975,2/3,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Myyrmäki,2h+kk+s+lasitet...,kt,"51,50",215000,4175,2003,3/5,on,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Vierumäki,"2h,k,kph,s,wc ",rt,"62,50",165000,2640,1986,1/1,ei,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Myyrmäki,"2h,k,s",kt,"61,50",169000,2748,1983,1/5,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Kuninkaala/ kuusikko,2h+kt+s,rt,"55,00",234000,4255,2009,1/1,ei,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Hakunila,2h+k,kt,"55,50",95000,1712,1978,2/5,on,huono,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Pähkinärinne,"2h, kt, kph, vh",kt,"46,00",125000,2717,1975,5/5,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Satomäki,"2h, k, kh, parv",kt,"51,00",144764,2839,1963,3/3,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Kivistö,LOFT 2h+avok+kp...,kt,"57,50",260000,4522,2015,1/4,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Korso,"2h, k, kph, wc,...",kt,"58,50",114000,1949,1975,3/3,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Martinlaakso,"2h, kph, lasite...",kt,"61,00",94000,1541,1971,4/6,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Havukoski,2h+k+parveke,kt,"59,50",85500,1437,1977,1/6,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Korso,"2h, kk, kph, la...",kt,"50,00",108500,2170,1985,4/4,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Pähkinärinne,2h+k+kh+lasitet...,kt,"54,00",109000,2019,1974,5/5,on,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Hiekkaharju,2h+k+kph+parveke,kt,"57,00",157000,2754,1967,1/3,ei,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Keimolanmäki,2h+kt,kt,"42,00",186500,4440,2020,8/8,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Simonmetsä,"2h, k, kph, vh,...",kt,"59,50",149500,2513,1968,3/3,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Tikkurila,2h+k+wc,kt,"40,00",130000,3250,1956,1/4,ei,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Länsimäki,"2 h, avok, kph,...",kt,"59,00",126000,2136,1972,4/5,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Länsimäki,"2h, kk",kt,"49,50",100000,2020,1975,1/7,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Martinlaakso,"2h, kt",kt,"52,00",245510,4721,2020,4/7,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Kulomäki,"2h,k,kph,las.p",kt,"60,00",88000,1467,1970,2/4,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Kivimäki,2h+k,kt,"56,00",119500,2134,1974,5/6,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Rajatorppa,"2h, k, kph, las...",kt,"59,00",100000,1695,1970,5/5,on,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Kivistö,"2h, kt",kt,"41,00",193826,4727,2020,6/6,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Simonmetsä,"2h, k",kt,"59,50",163000,2739,1968,2/3,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Jokiniemi,2h+kt,kt,"31,50",169000,5365,2020,1/5,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Ruskeasanta,2h+k+s+piha+var...,rt,"56,00",219000,3911,1990,1/1,ei,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
Martinlaakso,"2h, kt",kt,"39,50",221740,5614,2020,6/7,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=9&search=1&sf=0&so=a
"
								",,,,,,,,,,,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Leinelä,2h+kk+s,kt,"48,00",198000,4125,2011,1/4,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Kivistö,"2h,avok,kph,ter...",rt,"40,50",180000,4444,2018,1/1,ei,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Koivuhaka,2h+kt,kt,"41,00",180605,4405,2018,2/4,on,hyvä,vuokra							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Kartanonkoski,2h+kk+s,kt,"48,00",204000,4250,2003,3/4,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Hakunila,"2h, k, kh",kt,"55,00",94000,1709,1977,2/7,ei,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Martinlaakso,"2h, kt",kt,"39,50",229290,5805,2020,7/7,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Myyrmäki,"2h, k, lasitett...",kt,"54,00",112000,2074,1970,2/6,ei,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Rajatorppa,2h+k+kh+lasitet...,kt,"59,00",105000,1780,1973,1/3,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Simonmetsä,2h k lasitettu ...,kt,"59,50",140000,2353,1968,2/3,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Myyrmäki,"2h,k,kph,vh,parv.",kt,"60,50",118000,1950,1975,5/6,on,tyyd.,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Vantaanpuisto,2h+k,kt,"61,50",67000,1089,1969,3/3,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Kulomäki,"2h,k,rt,kph,vh,...",kt,"61,50",116000,1886,1971,2/4,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Metsola,"2h,k,kph,s,las.p",kt,"48,50",134000,2763,1984,1/4,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Itä-hakkila,"2h, k, rt, kph,...",rt,"62,50",177500,2840,1987,1/1,ei,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Nikinmäki,2h+k,rt,"40,50",178990,4420,2017,1/1,ei,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Martinlaakso,"2h, kk",kt,"52,50",111000,2114,1974,1/6,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Ruskeasanta,"2h, k, s",rt,"59,00",197000,3339,1994,1/1,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Koivukylä,"2h, k, s, parveke",kt,"51,00",131000,2569,1989,1/3,ei,tyyd.,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Kartanonkoski,2h+k+s+parv.,kt,"55,00",233000,4236,2005,2/2,ei,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Viertola,"2h, kt, s",kt,"57,00",242000,4246,2012,6/7,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Länsimäki,2H+KK,kt,"41,00",115000,2805,1987,4/4,on,tyyd.,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Myyrmäki,2h+k+kph+s+parv...,kt,"45,50",219000,4813,2018,3/6,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Metsola,2H+K+S+KPH,rt,"56,00",183549,3278,1987,1/1,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Kaivoksela,2h+k+kph+et+las...,kt,"58,00",165000,2845,1965,3/3,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Pakkala,"2h, k, s, terassi",kt,"58,50",242000,4137,2004,1/4,on,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Kruununhaka,2h+avok+kph,kt,"28,00",280000,10000,1931,4/5,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Hakunila,"1tk,h,kph",kt,"38,00",118000,3105,1991,4/6,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Vaarala,"2h, kk, s",kt,"49,00",166000,3388,1991,2/2,ei,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Hämeenkylä,2h+k+s,rt,"62,50",205000,3280,1985,1/1,ei,tyyd.,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Kaivoksela,2h+k+s,rt,"55,50",239000,4306,2013,1/1,ei,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Leinelä,"2h,k,kh,lasitet...",kt,"45,00",199000,4422,2012,2/4,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Martinlaakso,2h+k+kh+vh+lasi...,kt,"61,00",119000,1951,1971,6/6,on,tyyd.,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Viertola,"2h, kt, kh, s, ...",kt,"52,00",230000,4423,2012,5/7,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Simonkylä,"2h, avokeitti...",rt,"56,50",183000,3239,1989,1/1,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Tikkurila,"2h, avok",kt,"30,00",193000,6433,2017,5/5,on,hyvä,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Tikkurila,"2h, kt, kh, s, ...",kt,"45,50",246000,5407,2015,2/6,on,hyvä,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Hämeenkylä,"2h, k, kph, s, wc",rt,"60,50",200000,3306,1989,1/1,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Tikkurila,"2h,k,s",rt,"63,00",223000,3540,1989,1/1,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Tikkurila,"2h, k, s",kt,"54,50",175000,3211,1989,2/3,on,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
Myyrmäki,2h+k+kph+s+las....,kt,"54,50",183000,3358,1988,3/3,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Vantaa&cr=1&t=3&l=0&z=10&search=1&sf=0&so=a
