balcony,build_year,building_material,condition,floor_area,floor_info,floors,heating_type,house_info,lift,location,lot_owned,lot_size,maintenance,price,property_type,sauna,municipality,kitchen_type,balcony_type,floors_info,floor_num,park_space_type,address,postcode,Unit maintenance cost
Asunnossa on parveke,2021.0,concrete,good,32.5,6/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",1h + kt + alk,True,"niittykummuntie 4 a 52,, ,02220",False,1920.0,"267,76 € / kk",208650.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,6,,niittykummuntie 4 a 52,02220,267.0
Asunnossa on parveke,2021.0,concrete,good,62.0,7/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",3h + kt,True,"niittykummuntie 4 a 54,, ,02220",False,1920.0,"506,73 € / kk",328600.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,7,,niittykummuntie 4 a 54,02220,506.0
Asunnossa on parveke,2021.0,concrete,good,52.0,7/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",2h + kt + alk,True,"niittykummuntie 4 a 55,, ,02220",False,1920.0,"425,00 € / kk",301600.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,7,,niittykummuntie 4 a 55,02220,425.0
Asunnossa on parveke,2021.0,concrete,good,45.0,7/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",2h + kt,True,"niittykummuntie 4 a 56,, ,02220",False,1920.0,"369,74 € / kk",270000.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,7,,niittykummuntie 4 a 56,02220,369.0
,1985.0,concrete,good,93.0,1/2,2,Kaukolämpö,3h-4h + k + kph + s + wc,False,"huhtakoukku 16,, ,02340 espoo",True,8233.0,"525,45 € / kk",269000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,,,1,,huhtakoukku 16,02340,525.0
Asunnossa on parveke,2020.0,concrete,good,51.0,9/12,12,Kaukolämpö,2h + kt + kh + s,True,"sammonsilta 5 a 58,, ,02100 espoo",True,,"430,44 € / kk",418200.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,9,,sammonsilta 5 a 58,02100,430.0
Asunnossa on parveke,2020.0,concrete,good,46.5,8/12,12,Kaukolämpö,2h + kt + kph,True,"sammonsilta 5 a 50,, ,02100 espoo",True,,"392,46 € / kk",367350.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,glassed-in balcony,,8,,sammonsilta 5 a 50,02100,392.0
Asunnossa on parveke,2020.0,concrete,good,61.5,2/7,7,"Kaukolämpi, vesikiertoinen lattialämmitys",3h + k + parveke,True,"niittykatu 10 e136,, ,02200",False,7022.0,"331,88 € / kk",249000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchen,glassed-in balcony,,2,,niittykatu 10 e136,02200,331.0
Asunnossa on parveke,1973.0,concrete,mediocre,90.0,3/3,3,Kaukolämpö,4h + k + kph + wc + p,False,"rajamännynkuja 3,, ,02710 espoo",True,5250.0,"631,62 € / kk",185000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchen,glassed-in balcony,1.0,3,,rajamännynkuja 3,02710,631.0
Asunnossa on parveke,2017.0,concrete,good,41.0,7/8,8,kaukolämpö,2h + kt,True,"puolikuu 2 b,, ,02210",False,,"139,40 € / kk",239000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,glassed-in balcony,,7,,puolikuu 2 b,02210,139.0
,2020.0,concrete,good,115.0,1/1,1,Poistoilmalämpöpumppu/vesikiertoinen lattialämmitys,5h + k + rt + s-os + khh + kph + 2xwc + varasto + autokat,False,"pestuutie 3 g,, ,02780",True,,,483000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,,1,Garage,pestuutie 3 g,02780,
Asunnossa on parveke,2021.0,concrete,good,40.0,1/1,1,,2h + kt,True,"riihitontuntie 14 a 2,, ,02200",False,3682.0,"435,64 € / kk",219400.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,1,,riihitontuntie 14 a 2,02200,435.0
Asunnossa on parveke,2021.0,concrete,good,84.5,1/1,1,,4h + kt + s,True,"riihitontuntie 14 a 3,, ,02200",False,3682.0,"866,90 € / kk",374500.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,1,,riihitontuntie 14 a 3,02200,866.0
Asunnossa on parveke,2021.0,concrete,good,57.0,1/1,1,,3h + kt,True,"riihitontuntie 14 a 7,, ,02200",False,3682.0,"601,20 € / kk",280000.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,1,,riihitontuntie 14 a 7,02200,601.0
Asunnossa on parveke,2021.0,concrete,good,47.5,1/1,1,,2h + kt + alkovi + s,True,"riihitontuntie 14 a 16,, ,02200",False,3682.0,"516,76 € / kk",259600.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,1,,riihitontuntie 14 a 16,02200,516.0
Asunnossa on parveke,2021.0,concrete,good,84.5,1/1,1,,4h + kt + s,True,"riihitontuntie 14 a 11,, ,02200",False,3682.0,"880,76 € / kk",397600.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,1,,riihitontuntie 14 a 11,02200,880.0
Asunnossa on parveke,2021.0,concrete,good,31.0,1/1,1,,1h + kt + alkovi,True,"riihitontuntie 14 a 14,, ,02200",False,3682.0,"351,22 € / kk",192700.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,1,,riihitontuntie 14 a 14,02200,351.0
Asunnossa on parveke,2021.0,concrete,good,58.5,1/1,1,,3h + kt + s,True,"riihitontuntie 14 a 17,, ,02200",False,3682.0,"628,80 € / kk",307000.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,1,,riihitontuntie 14 a 17,02200,628.0
Asunnossa on parveke,2021.0,concrete,good,57.0,1/1,1,,3h + kt,True,"riihitontuntie 14 a 23,, ,02200",False,3682.0,"614,94 € / kk",302900.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,1,,riihitontuntie 14 a 23,02200,614.0
Asunnossa on parveke,2021.0,concrete,good,40.0,1/1,1,,2h + kt,True,"riihitontuntie 14 a 26,, ,02200",False,3682.0,"450,40 € / kk",244000.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,1,,riihitontuntie 14 a 26,02200,450.0
Asunnossa on parveke,2021.0,concrete,good,84.5,1/1,1,,4h + kt + s,True,"riihitontuntie 14 a 27,, ,02200",False,3682.0,"894,68 € / kk",420800.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,1,,riihitontuntie 14 a 27,02200,894.0
Asunnossa on parveke,2021.0,concrete,good,57.0,1/1,1,,3h + kt,True,"riihitontuntie 14 a 31,, ,02200",False,3682.0,"620,04 € / kk",311400.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,1,,riihitontuntie 14 a 31,02200,620.0
Asunnossa on parveke,2021.0,concrete,good,47.5,1/1,1,,2h + kt + alkovi + s,True,"riihitontuntie 14 a 32,, ,02200",False,3682.0,"525,82 € / kk",274700.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,1,,riihitontuntie 14 a 32,02200,525.0
Asunnossa on parveke,1975.0,concrete,mediocre,78.5,1/8,8,Vesikeskuslämmitys,3h + k + kph + parveke,False,"kirstinsyrjä 7,, ,02760 espoo",True,5389.0,"317,80 € / kk",155000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchen,glassed-in balcony,,1,,kirstinsyrjä 7,02760,317.0
Asunnossa on parveke,2021.0,concrete,good,28.5,2/5,5,,1h + kt,True,"tietäjäntie 4 c 65,, ,02130",True,3800.0,"249,25 € / kk",242000.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,2,,tietäjäntie 4 c 65,02130,249.0
Asunnossa on parveke,2021.0,concrete,good,31.5,2/5,5,,1h + kt,True,"tietäjäntie 4 c 67,, ,02130",True,3800.0,"269,90 € / kk",256300.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,2,,tietäjäntie 4 c 67,02130,269.0
Asunnossa on parveke,2021.0,concrete,good,33.0,2/5,5,,1h + kt + alkovi,True,"tietäjäntie 4 c 66,, ,02130",True,3800.0,"282,65 € / kk",268300.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,2,,tietäjäntie 4 c 66,02130,282.0
Asunnossa on parveke,2021.0,concrete,good,85.0,2/5,5,,3h + kt + s,True,"tietäjäntie 4 c 68,, ,02130",True,3800.0,"613,90 € / kk",462800.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,2,,tietäjäntie 4 c 68,02130,613.0
Asunnossa on parveke,2021.0,concrete,good,43.0,2/5,5,,2h + kt,True,"tietäjäntie 4 c 69,, ,02130",True,3800.0,"337,45 € / kk",287900.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,2,,tietäjäntie 4 c 69,02130,337.0
Asunnossa on parveke,2021.0,concrete,good,74.0,3/5,5,,3h + kt + s,True,"tietäjäntie 4 c 70,, ,02130",True,3800.0,"541,15 € / kk",416300.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,3,,tietäjäntie 4 c 70,02130,541.0
Asunnossa on parveke,2021.0,concrete,good,63.0,3/5,5,,3h + kt,True,"tietäjäntie 4 c 71,, ,02130",True,3800.0,"485,60 € / kk",404200.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,3,,tietäjäntie 4 c 71,02130,485.0
Asunnossa on parveke,2021.0,concrete,good,28.5,3/5,5,,1h + kt,True,"tietäjäntie 4 c 72,, ,02130",True,3800.0,"252,90 € / kk",249300.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,3,,tietäjäntie 4 c 72,02130,252.0
Asunnossa on parveke,2021.0,concrete,good,33.0,3/5,5,,1h + kt + alkovi,True,"tietäjäntie 4 c 73,, ,02130",True,3800.0,"286,70 € / kk",276400.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,3,,tietäjäntie 4 c 73,02130,286.0
Asunnossa on parveke,2021.0,concrete,good,31.5,3/5,5,,1h + kt,True,"tietäjäntie 4 c 74,, ,02130",True,3800.0,"273,75 € / kk",264000.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,3,,tietäjäntie 4 c 74,02130,273.0
Asunnossa on parveke,2021.0,concrete,good,56.0,3/5,5,,3h + kt,True,"tietäjäntie 4 c 76,, ,02130",True,3800.0,"424,30 € / kk",344600.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,3,,tietäjäntie 4 c 76,02130,424.0
Asunnossa on parveke,2021.0,concrete,good,74.0,4/5,5,,3h + kt + s,True,"tietäjäntie 4 c 77,, ,02130",True,3800.0,"547,20 € / kk",428400.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,4,,tietäjäntie 4 c 77,02130,547.0
Asunnossa on parveke,2021.0,concrete,good,63.0,4/5,5,,3h + kt,True,"tietäjäntie 4 c 78,, ,02130",True,3800.0,"491,50 € / kk",416000.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,4,,tietäjäntie 4 c 78,02130,491.0
Asunnossa on parveke,2021.0,concrete,good,28.5,4/5,5,,1h + kt,True,"tietäjäntie 4 c 79,, ,02130",True,3800.0,"256,55 € / kk",256600.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,4,,tietäjäntie 4 c 79,02130,256.0
Asunnossa on parveke,2021.0,concrete,good,31.5,4/5,5,,1h + kt,True,"tietäjäntie 4 c 81,, ,02130",True,3800.0,"277,60 € / kk",271700.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,4,,tietäjäntie 4 c 81,02130,277.0
Asunnossa on parveke,2021.0,concrete,good,56.0,4/5,5,,3h + kt,True,"tietäjäntie 4 c 83,, ,02130",True,3800.0,"429,35 € / kk",354700.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,4,,tietäjäntie 4 c 83,02130,429.0
Asunnossa on parveke,2021.0,concrete,good,33.0,4/5,5,,1h + kt + alkovi,True,"tietäjäntie 4 c 80,, ,02130",True,3800.0,"290,70 € / kk",284400.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,4,,tietäjäntie 4 c 80,02130,290.0
Asunnossa on parveke,2021.0,concrete,good,63.0,5/5,5,,3h + kt,True,"tietäjäntie 4 c 85,, ,02130",True,3800.0,"501,65 € / kk",436300.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,5,,tietäjäntie 4 c 85,02130,501.0
Asunnossa on parveke,2021.0,concrete,good,74.0,5/5,5,,3h + kt + s,True,"tietäjäntie 4 c 84,, ,02130",True,3800.0,"557,65 € / kk",449300.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,5,,tietäjäntie 4 c 84,02130,557.0
Asunnossa on parveke,2021.0,concrete,good,28.5,5/5,5,,1h + kt,True,"tietäjäntie 4 c 86,, ,02130",True,3800.0,"262,80 € / kk",269100.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,5,,tietäjäntie 4 c 86,02130,262.0
Asunnossa on parveke,2021.0,concrete,good,33.0,5/5,5,,1h + kt + alkovi,True,"tietäjäntie 4 c 87,, ,02130",True,3800.0,"297,65 € / kk",298300.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,5,,tietäjäntie 4 c 87,02130,297.0
Asunnossa on parveke,2021.0,concrete,good,85.0,5/5,5,,3h + kt + s,True,"tietäjäntie 4 c 89,, ,02130",True,3800.0,"639,75 € / kk",514500.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,5,,tietäjäntie 4 c 89,02130,639.0
Asunnossa on parveke,2021.0,concrete,good,56.0,5/5,5,,3h + kt,True,"tietäjäntie 4 c 90,, ,02130",True,3800.0,"438,00 € / kk",372000.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,5,,tietäjäntie 4 c 90,02130,438.0
Asunnossa on parveke,2021.0,concrete,good,31.5,5/5,5,,1h + kt,True,"tietäjäntie 4 c 88,, ,02130",True,3800.0,"284,25 € / kk",285000.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,5,,tietäjäntie 4 c 88,02130,284.0
,2012.0,concrete,good,165.0,1/1,1,"Kaukolämpö, vesikiertoinen lattialämmitys",4-5h + k + rt + s + khh + ak + var,False,"asgård 13,, ,02780 espoo",False,,,545000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,2.0,1,Carport,asgård 13,02780,
,1955.0,concrete,good,116.0,1/1,1,Sähkölämmitys,2h + k + askartelu ja takkahuone + s + erill. wc,False,"pakaasiranta 4,, ,02780 espoo",True,,,449000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,2.0,1,Carport,pakaasiranta 4,02780,
Asunnossa on parveke,1988.0,concrete,mediocre,148.0,1/2,2,Kaukolämpö,5h + k + rt + khh + 2xkph + s + wc,False,"soukanlahdentie 3,, ,02360 espoo",True,6319.0,"518,00 € / kk",569000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,2.0,1,,soukanlahdentie 3,02360,518.0
Asunnossa on parveke,1976.0,concrete,good,213.0,1/2,2,Öljylämmitys,8 h + k + s + 2 kph + khh,False,"kummelikulma 4,, ,02330 espoo",True,2767.0,"450,00 € / kk",495000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,2.0,1,,kummelikulma 4,02330,450.0
Asunnossa on parveke,1971.0,concrete,good,99.0,3/4,4,Kaukolämpö,4h + k + khh + kph + erill.wc + terassi,False,"soukankuja 2,, ,02360 espoo",True,2415.0,"907,83 € / kk",248000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchen,glassed-in balcony,2.0,3,,soukankuja 2,02360,907.0
Asunnossa on parveke,1982.0,concrete,good,97.7,2/2,2,Suora sähkölämmitys,4h + k + s + vh + 2 wc,False,"riistatie 23,, ,02940",True,3200.0,"360,00 € / kk",330000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,2,,riistatie 23,02940,360.0
Asunnossa on parveke,1971.0,concrete,good,113.5,4/4,4,,5h + k + s,True,"sammalkallionkuja 3 f 49,, ,02210",True,,"450,90 € / kk",261000.0,apartment,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,4,,sammalkallionkuja 3 f 49,02210,450.0
,,concrete,mediocre,111.0,1/1,1,Poistoilmalämpöpumppu Nibe F470,4h + k + kph + s + khh + erillinen wc + varasto + autoka,False,"lehmustie 8 a,, ,02270",True,1259.0,"213,00 € / kk",549000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,,1,,lehmustie 8 a,02270,213.0
Asunnossa on parveke,2021.0,concrete,good,67.0,3/16,16,"Kaukolämpö,Asuntokohtainen lämmöntalteenotto, kylpyhuoneissa lattialämmitys.",3h + kt,True,"matinkatu 22 a 23,, ,02230 espoo",False,2552.0,"430,58 € / kk",319200.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,3,,matinkatu 22 a 23,02230,430.0
,1948.0,concrete,good,140.0,3/3,3,Osittain varaava yösähkölämmitys,5h + k + s + kellari,False,"kiiltokalliontie 3 b,, ,02180",True,628.0,,425000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,,3,,kiiltokalliontie 3 b,02180,
Asunnossa on parveke,2020.0,concrete,good,49.0,3/5,5,Kaukolämpö,2h + kt,True,"kuusiniementie 21 b 56,, ,02710 espoo",True,5421.0,"496,70 € / kk",248500.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,3,,kuusiniementie 21 b 56,02710,496.0
Asunnossa on parveke,1989.0,concrete,good,215.0,1/3,3,Kaukolämpö,1-3mh + oh + k + kh + arkioh. + takkah. + 2xwc + saunaos. + ,False,"veräjäkallionkatu 6,, ,02650 espoo",True,2091.0,"796,50 € / kk",548000.0,apartment,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,1,Carport,veräjäkallionkatu 6,02650,796.0
Asunnossa on parveke,2020.0,concrete,good,28.0,4/5,5,Kaukolämpö,1h + kt,True,"kuusiniementie 21 b 71,, ,02710 espoo",True,5421.0,"323,05 € / kk",174900.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,glassed-in balcony,,4,,kuusiniementie 21 b 71,02710,323.0
,1986.0,concrete,good,126.5,1/1,1,Maalämpö,4h + k + th + khh + kph + s + erillinen wc,False,"laitamaantie 21,, ,02820",True,,,348000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,2.0,1,,laitamaantie 21,02820,
,2020.0,concrete,good,28.0,4/5,5,Kaukolämpö,1h + kt,True,"kuusiniementie 21 b 72,, ,02710 espoo",True,5421.0,"323,05 € / kk",174900.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,,,4,,kuusiniementie 21 b 72,02710,323.0
Asunnossa on parveke,2020.0,concrete,good,28.0,4/5,5,Kaukolämpö,1h + kt,True,"kuusiniementie 21 b 73,, ,02710 espoo",True,5421.0,"325,60 € / kk",176900.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,glassed-in balcony,,4,,kuusiniementie 21 b 73,02710,325.0
,1979.0,concrete,mediocre,79.5,1/2,2,"Kaukolämpö, sähkölämmitys",3h + k + s,False,"kaskenpäänkuja 4,, ,02340 espoo",True,10060.0,"382,12 € / kk",229000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,,2.0,1,,kaskenpäänkuja 4,02340,382.0
,2004.0,concrete,good,126.0,1/1,1,"suora sähkölämmitys, kaksi varaavaa takkaa, ilmalämpöpumppu",oh + kettiö + 2-3 mh + takkatila + sauna + kph + erill w,False,"siikajärventie 44,, ,02860 espoo",True,,,348000.0,detached house,Asunnossa on sauna,ESPOO,open plan kitchen,,1.0,1,Carport,siikajärventie 44,02860,
Asunnossa on parveke,2021.0,concrete,good,96.0,4/10,10,Kaukolämpö,4h + kt + s + lasitettu parveke,True,"länsituuli 10 a 3,, ,02100",True,2728.0,"858,72 € / kk",748800.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,4,,länsituuli 10 a 3,02100,858.0
Asunnossa on parveke,2021.0,concrete,good,82.5,4/10,10,Kaukolämpö,3h + kt + sauna + lasitettu parveke,True,"länsituuli 10 b 31,, ,02100",True,2728.0,"737,97 € / kk",599775.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,4,,länsituuli 10 b 31,02100,737.0
Asunnossa on parveke,2021.0,concrete,good,76.5,6/10,10,Kaukolämpö,3h + kt + sauna + lasitettu parveke,True,"länsituuli 10 c 72,, ,02100",True,2728.0,"684,30 € / kk",657900.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,1.0,6,,länsituuli 10 c 72,02100,684.0
Asunnossa on parveke,2021.0,concrete,good,72.0,6/10,10,Kaukolämpö,3h + kt + lasitettu parveke,True,"länsituuli 10 a 10,, ,02100",True,2728.0,"644,04 € / kk",581040.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,6,,länsituuli 10 a 10,02100,644.0
Asunnossa on parveke,2020.0,concrete,good,88.0,7/12,12,Kaukolämpö,3h + kt + kh + s + wc + vh + parveke,True,"kirjokansi 3 a 11,, ,02100 espoo",True,,"821,92 € / kk",712800.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,7,,kirjokansi 3 a 11,02100,821.0
Asunnossa on parveke,2021.0,concrete,good,96.0,8/10,10,Kaukolämpö,4h + kt + sauna + lasitettu parveke,True,"länsituuli 10 a 23,, ,02100",True,2728.0,"858,72 € / kk",873600.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,8,,länsituuli 10 a 23,02100,858.0
Asunnossa on parveke,2021.0,concrete,good,82.5,7/10,10,Kaukolämpö,3h + kt + sauna + lasitettu parveke,True,"länsituuli 10 b 46,, ,02100",True,2728.0,"737,97 € / kk",697125.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,1.0,7,,länsituuli 10 b 46,02100,737.0
Asunnossa on parveke,2021.0,concrete,good,35.0,7/10,10,Kaukolämpö,1h + kt + lasitettu parveke,True,"länsituuli 10 a 17,, ,02100",True,2728.0,"313,08 € / kk",316750.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,7,,länsituuli 10 a 17,02100,313.0
Asunnossa on parveke,2021.0,concrete,good,76.5,7/10,10,Kaukolämpö,3h + k + sauna + lasitettu parveke,True,"länsituuli 10 c 78,, ,02100",True,2728.0,"684,30 € / kk",680850.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchen,glassed-in balcony,1.0,7,,länsituuli 10 c 78,02100,684.0
Asunnossa on parveke,1980.0,concrete,mediocre,221.0,2/2,2,Sähkö/ilmalämmitys,4mh + oh + k + s + tkh + at + u-allas + varastot,False,"laaksonpohjantie 15,, ,02730",True,2538.0,"154,71 € / kk",428000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,2,Garage,laaksonpohjantie 15,02730,154.0
Asunnossa on parveke,2021.0,concrete,good,30.5,4/6,6,Kaukolämpö,1h + kt + kh,True,"ruutikellarintie 8 b 67,, ,02650 espoo",True,4616.0,"322,58 € / kk",185400.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,4,,ruutikellarintie 8 b 67,02650,322.0
Asunnossa on parveke,2021.0,concrete,good,44.0,6/6,6,Kaukolämpö,2h + kt + kh + s + parveke,True,"ruutikellarintie 8 b 83,, ,02650 espoo",True,4616.0,"469,78 € / kk",272500.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,6,,ruutikellarintie 8 b 83,02650,469.0
Asunnossa on parveke,2021.0,concrete,good,52.0,6/9,9,"Kaukolämpö, jakelutapa huoneistoissa vesikiertoinen lattialämmitys, yleisissä tiloissa vesikiertoiset patterit",2h + kt + alk,True,"niittykummuntie 4 a 44,, ,02220",False,1920.0,"425,00 € / kk",296400.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,6,,niittykummuntie 4 a 44,02220,425.0
